OrgNumber; PhoneNumber; Operator 
"5564201829"; "0303-506 58"; "Telia Sverige AB"
"5569527095"; "070-966 40 60"; "HI3G Access AB"
"5569453003"; "073-517 80 71"; "HI3G Access AB"
"5569453003"; "070-320 45 00"; "HI3G Access AB"
"5569453003"; "073-517 80 79"; "HI3G Access AB"
"5569453003"; "073-020 67 80"; "HI3G Access AB"
"5569453003"; "073-517 80 76"; "HI3G Access AB"
"5569453003"; "073-517 80 78"; "HI3G Access AB"
"5569453003"; "073-517 80 77"; "HI3G Access AB"
"5569453003"; "073-517 80 74"; "HI3G Access AB"
"5569453003"; "073-517 80 75"; "HI3G Access AB"
"5569453003"; "073-517 80 73"; "HI3G Access AB"
"5561960708"; "070-570 05 33"; "Tele2 Sverige AB"
"5569527095"; "070-966 40 60"; "HI3G Access AB"
"5569453003"; "073-517 80 71"; "HI3G Access AB"
"5569453003"; "070-320 45 00"; "HI3G Access AB"
"5569453003"; "073-020 67 80"; "HI3G Access AB"
"5569453003"; "073-517 80 76"; "HI3G Access AB"
"5569453003"; "073-517 80 79"; "HI3G Access AB"
"5569453003"; "073-517 80 78"; "HI3G Access AB"
"5569453003"; "073-517 80 77"; "HI3G Access AB"
"5569453003"; "073-517 80 75"; "HI3G Access AB"
"5569453003"; "073-517 80 74"; "HI3G Access AB"
"5569453003"; "073-517 80 73"; "HI3G Access AB"
"5561960708"; "070-570 05 33"; "Tele2 Sverige AB"
"5563402766"; "08-642 66 77"; "Telenor Sverige AB"
"5562768704"; "070-640 45 71"; "Tele2 Sverige AB"
"5591600993"; "070-697 44 84"; "Telenor Sverige AB"
"5591857411"; "070-878 59 15"; "TeliaSonera AB"
"5564025103"; "0501-126 44"; "Telenor Sverige AB"
"5564025103"; "0501-136 44"; "Telia Sverige AB"
"5591604060"; "070-798 81 57"; "Tele2 Sverige AB"
"5591604060"; "070-680 25 20"; "Tele2 Sverige AB"
"5591604060"; "010-160 06 70"; "Tele2 Sverige AB"
"5560897489"; "070-849 99 17"; "Tele2 Sverige AB"
"5567161699"; "073-511 04 24"; "TeliaSonera AB"
"5567161699"; "070-883 34 25"; "Telenor Sverige AB"
"5562111541"; "073-505 97 79"; "Tele2 Sverige AB"
"5562111541"; "076-313 96 15"; "HI3G Access AB"
"5591951982"; "070-660 95 96"; "TeliaSonera AB"
"5568779887"; "070-231 11 93"; "Telia Sverige AB"
"5568779887"; "070-285 60 25"; "Telia Sverige AB"
"5590018106"; "070-510 90 01"; "TeliaSonera AB"
"5569648271"; "070-466 63 69"; "Tele2 Sverige AB"
"5569648271"; "070-630 26 97"; "Tele2 Sverige AB"
"5565845863"; "070-366 85 81"; "Telia Sverige AB"
"5565845863"; "070-340 65 97"; "TeliaSonera AB"
"5590009667"; "072-532 07 00"; "Telia Sverige AB"
"5569050932"; "0243-42 01 12"; "Telenor Sverige AB"
"5569535189"; "073-541 00 70"; "Tele2 Sverige AB"
"5569225427"; "070-726 01 98"; "Tele2 Sverige AB"
"5591629497"; "070-258 37 00"; "Telia Sverige AB"
"5592000409"; "0571-210 10"; "Telia Sverige AB"
"5565363214"; "070-662 20 00"; "TeliaSonera AB"
"5569225427"; "070-726 01 98"; "Tele2 Sverige AB"
"5591629497"; "070-258 37 00"; "Telia Sverige AB"
"5592000409"; "0571-210 10"; "Telia Sverige AB"
"5569225427"; "070-726 01 98"; "Tele2 Sverige AB"
"5591629497"; "070-258 37 00"; "Telia Sverige AB"
"5592000409"; "0571-210 10"; "Telia Sverige AB"
"5565363214"; "070-662 20 00"; "TeliaSonera AB"
"5591292585"; "076-148 56 00"; "Telia Sverige AB"
"5569628794"; "076-090 04 04"; "Tele2 Sverige AB"
"5560098518"; "0155-21 02 68"; "QuickNet AB"
"5569275307"; "070-799 40 22"; "Tele2 Sverige AB"
"5568779200"; "076-677 05 25"; "TeliaSonera AB"
"5568779200"; "076-677 05 25"; "TeliaSonera AB"
"5562416296"; "070-456 16 00"; "TeliaSonera AB"
"5591023774"; "073-593 27 96"; "Tele2 Sverige AB"
"5591023774"; "073-679 63 23"; "Tele2 Sverige AB"
"5569237208"; "073-390 00 55"; "TeliaSonera AB"
"5568779101"; "070-608 00 99"; "HI3G Access AB"
"5568779101"; "070-820 36 10"; "HI3G Access AB"
"5568779101"; "072-200 21 40"; "HI3G Access AB"
"5592088727"; "070-438 45 13"; "Tele2 Sverige AB"
"5569197949"; "070-568 98 69"; "TeliaSonera AB"
"5566514146"; "070-524 16 90"; "Telia Sverige AB"
"5566514146"; "0121-290 40"; "Telia Sverige AB"
"5568976509"; "076-131 03 03"; "Telia Sverige AB"
"5568976509"; "076-131 03 03"; "Telia Sverige AB"
"5562925460"; "070-889 35 20"; "Telenor Sverige AB"
"5591606974"; "076-840 04 53"; "Telia Sverige AB"
"5590698832"; "073-986 36 37"; "Telenor Sverige AB"
"5590698832"; "070-424 67 42"; "TeliaSonera AB"
"5591249726"; "070-867 29 70"; "Telenor Sverige AB"
"5561630418"; "0155-977 34"; "Telia Sverige AB"
"5561630418"; "070-265 32 12"; "TeliaSonera AB"
"5561630418"; "070-265 32 12"; "TeliaSonera AB"
"5566462015"; "070-572 97 99"; "TeliaSonera AB"
"5566462015"; "08-444 44 26"; "Telia Sverige AB"
"5567329239"; "070-574 29 07"; "Telia Sverige AB"
"5568841489"; "070-210 48 80"; "Telia Sverige AB"
"5592019813"; "073-671 97 98"; "Tele2 Sverige AB"
"5567338677"; "070-919 06 56"; "Telenor Sverige AB"
"5591582514"; "076-306 06 92"; "HI3G Access AB"
"5591304596"; "072-233 62 85"; "Tele2 Sverige AB"
"5591304596"; "090-12 10 80"; "Tele2 Sverige AB"
"5569126260"; "073-985 10 82"; "HI3G Access AB"
"5566094651"; "070-664 10 60"; "Telia Sverige AB"
"5566094651"; "070-630 87 47"; "TeliaSonera AB"
"5566094651"; "08-564 312 42"; "Telia Sverige AB"
"5568113871"; "070-731 58 00"; "TeliaSonera AB"
"5568113871"; "070-361 10 85"; "Telia Sverige AB"
"5568113871"; "08-650 55 02"; "Telia Sverige AB"
"5568113871"; "08-611 91 07"; "Telia Sverige AB"
"5564732492"; "0560-68 88 07"; "Telia Sverige AB"
"5564732492"; "070-581 22 96"; "Telia Sverige AB"
"5564732492"; "070-201 87 51"; "TeliaSonera AB"
"5567694236"; "076-392 14 00"; "HI3G Access AB"
"5568494131"; "070-351 51 62"; "Telia Sverige AB"
"5568494131"; "070-241 51 62"; "Telia Sverige AB"
"5590775515"; "070-774 41 91"; "TeliaSonera AB"
"5567676043"; "072-302 90 91"; "HI3G Access AB"
"5568287501"; "070-221 59 59"; "Telia Sverige AB"
"5564604253"; "0281-103 20"; "Telia Sverige AB"
"5564604253"; "076-811 91 38"; "Telia Sverige AB"
"5564604253"; "076-116 14 77"; "Telia Sverige AB"
"5564604253"; "070-318 36 08"; "Telia Sverige AB"
"5567970776"; "070-795 45 71"; "Tele2 Sverige AB"
"5590719588"; "076-133 75 08"; "Telia Sverige AB"
"5563243632"; "0223-494 08"; "Telia Sverige AB"
"5561997791"; "076-878 87 73"; "HI3G Access AB"
"5569828188"; "070-382 55 53"; "Telia Sverige AB"
"5569828188"; "063-13 36 99"; "Telia Sverige AB"
"5569828188"; "070-382 55 53"; "Telia Sverige AB"
"5590067780"; "073-156 65 58"; "Telenor Sverige AB"
"5568927023"; "010-205 10 88"; "Telenor Sverige AB"
"5568102478"; "072-744 46 84"; "TeliaSonera AB"
"5568102478"; "072-744 46 84"; "TeliaSonera AB"
"5561997502"; "070-269 18 38"; "Telia Sverige AB"
"5561997502"; "016-14 51 27"; "Telia Sverige AB"
"5569115099"; "073-633 64 03"; "Telenor Sverige AB"
"5568733579"; "070-767 34 49"; "Tele2 Sverige AB"
"5568733579"; "070-473 57 07"; "Tele2 Sverige AB"
"5590568860"; "08-659 84 71"; "Com Hem AB"
"5567634497"; "0320-131 37"; "Telia Sverige AB"
"5567634497"; "0301-407 09"; "Telia Sverige AB"
"5567634497"; "073-333 66 98"; "TeliaSonera AB"
"5567634497"; "073-333 78 47"; "TeliaSonera AB"
"5567634497"; "073-960 07 80"; "TeliaSonera AB"
"5567634497"; "073-333 66 02"; "TeliaSonera AB"
"5564526936"; "070-713 35 50"; "Tele2 Sverige AB"
"5564526936"; "046-12 48 40"; "Tele2 Sverige AB"
"5564526936"; "046-13 35 50"; "Telia Sverige AB"
"5567067375"; "073-610 02 56"; "Telenor Sverige AB"
"5567067375"; "070-497 92 69"; "Telenor Sverige AB"
"5563312957"; "070-517 79 70"; "Telia Sverige AB"
"5563312957"; "08-739 25 85"; "Telia Sverige AB"
"5591138333"; "073-744 05 59"; "Telenor Sverige AB"
"5568469166"; "073-528 11 12"; "HI3G Access AB"
"5568469166"; "0176-177 50"; "Telia Sverige AB"
"5590146360"; "073-681 02 33"; "HI3G Access AB"
"5590146360"; "070-412 21 07"; "HI3G Access AB"
"5564287653"; "0503-210 90"; "Telia Sverige AB"
"5569382228"; "070-258 37 54"; "Telia Sverige AB"
"5569382228"; "070-822 45 63"; "TeliaSonera AB"
"5569382228"; "070-822 45 63"; "TeliaSonera AB"
"5563555688"; "070-247 43 78"; "Tele2 Sverige AB"
"5563555688"; "070-547 53 78"; "Telia Sverige AB"
"5569771701"; "070-721 18 61"; "HI3G Access AB"
"5569771701"; "08-765 81 51"; "HI3G Access AB (fix)"
"5590941224"; "070-543 48 88"; "Telia Sverige AB"
"5591944383"; "072-055 31 54"; "Bahnhof AB"
"5569745572"; "070-359 50 37"; "Telia Sverige AB"
"5569745572"; "070-626 10 45"; "Telia Sverige AB"
"5569745572"; "070-281 32 34"; "Telia Sverige AB"
"5569000903"; "073-983 70 24"; "Tele2 Sverige AB"
"5569000903"; "070-682 33 55"; "Tele2 Sverige AB"
"5569000903"; "076-867 16 45"; "Tele2 Sverige AB"
"5563967396"; "08-791 70 40"; "Telia Sverige AB"
"5563967396"; "08-400 255 91"; "HI3G Access AB"
"5563967396"; "070-733 40 22"; "HI3G Access AB"
"5563285302"; "070-598 46 24"; "TeliaSonera AB"
"5591318703"; "073-820 42 05"; "Telia Sverige AB"
"5565792727"; "070-741 09 30"; "Telenor Sverige AB"
"5565792727"; "073-728 07 80"; "Telenor Sverige AB"
"5565792727"; "08-608 17 80"; "Bredband 2 AB"
"5565792727"; "070-741 09 30"; "Telenor Sverige AB"
"5566987151"; "070-662 95 66"; "Tell it to Mi AB"
"5566987151"; "070-255 44 02"; "Tell it to Mi AB"
"5566987151"; "010-498 62 21"; "Advoco Software AB"
"5566987151"; "010-498 62 22"; "Advoco Software AB"
"5568783830"; "070-843 22 27"; "Telenor Sverige AB"
"5568783830"; "070-843 22 27"; "Telenor Sverige AB"
"5590065719"; "073-504 21 69"; "Tele2 Sverige AB"
"5560308537"; "040-93 90 92"; "Telia Sverige AB"
"5591774228"; "073-093 31 41"; "TeliaSonera AB"
"5591803670"; "072-924 32 05"; "HI3G Access AB"
"5591803670"; "070-966 65 82"; "HI3G Access AB"
"5591803670"; "073-740 73 07"; "HI3G Access AB"
"5560782160"; "070-957 45 17"; "Telenor Sverige AB"
"5560782160"; "070-510 03 88"; "Telia Sverige AB"
"5560782160"; "063-51 39 11"; "Telecom3 Sverige AB"
"5590962303"; "0303-77 70 70"; "Telia Sverige AB"
"5590962303"; "070-559 70 78"; "Telia Sverige AB"
"5591787493"; "072-397 34 81"; "Telenor Sverige AB"
"5569114811"; "073-930 66 67"; "HI3G Access AB"
"5592035983"; "072-700 12 73"; "Telia Sverige AB"
"5567967939"; "035-21 19 33"; "Telia Sverige AB"
"5569752727"; "070-342 28 88"; "Telia Sverige AB"
"5568720675"; "070-251 72 17"; "Telia Sverige AB"
"5568720675"; "070-665 79 52"; "Telia Sverige AB"
"5564298817"; "073-052 77 82"; "TeliaSonera AB"
"5564298817"; "0155-531 40"; "Bahnhof AB"
"5564298817"; "070-581 43 11"; "Telia Sverige AB"
"5568869605"; "08-643 08 23"; "Com Hem AB"
"5566204425"; "070-783 79 70"; "Telenor Sverige AB"
"5565674594"; "070-672 31 63"; "Telia Sverige AB"
"5565674594"; "0476-231 63"; "Telia Sverige AB"
"5592022213"; "070-815 09 79"; "Telenor Sverige AB"
"5592022213"; "073-800 49 01"; "Telenor Sverige AB"
"5566853858"; "070-654 97 80"; "TeliaSonera AB"
"5561660225"; "0582-66 05 75"; "Telia Sverige AB"
"5561660225"; "0582-66 06 67"; "Telia Sverige AB"
"5590443197"; "070-551 67 29"; "TeliaSonera AB"
